utility_payment_punctuality_score,wallet_txn_regularity,wallet_avg_monthly_txn_count,subscription_payment_consistency,employment_stability_months,education_level,avg_monthly_income_proxy,rent_payment_punctuality,has_rent_data,months_of_data_available,creditworthy
32.92325371482063,0.45138842196896933,23.457366724045446,37.86906325986758,24.30241672573248,2,20144.36629553631,46.36277070831988,1,23,0
65.35439393991739,0.45320364399215407,27.61565936200433,70.59221612936054,4.021302104640932,1,15374.538143965454,58.331624102702435,1,7,1
90.58909245480028,0.7580439824388419,30.587751944179345,83.97179930036161,5.913253195954007,1,18027.304314047582,85.41377693975716,1,16,1
54.19351596056529,0.42389184812644415,28.370505814257466,35.70323936586986,14.859056666489096,1,18944.43184584428,0.0,0,7,0
65.18379660978106,0.6179632870869005,20.275226256767862,66.54324470374843,9.389573045295856,2,15427.408919474088,0.0,0,19,0
95.3530445187411,0.5448144813736477,31.084041316581928,100.0,20.894230401663332,1,29019.6192915026,100.0,1,11,1
68.61488576703786,0.5373989001572389,31.0766519809329,77.08986609516217,18.629143739769795,0,10286.592151938126,0.0,0,21,0
46.615630385392606,0.3867605407471957,23.788484111187618,44.96219213611204,9.924234735894215,3,15813.555781324842,0.0,0,6,0
69.63915069136428,0.23891837087097162,27.302524249919244,63.86821441360506,4.40369161362275,1,13655.952472880579,58.77968203826033,1,5,1
76.47621208520303,0.4386832335978021,15.489651615449356,71.90873016057017,9.04919865194069,1,14983.598355454145,83.07618230432485,1,22,0
90.51796689212955,0.7265618413400472,33.935832693117426,87.90313026985606,18.940277025994096,2,19567.33297417129,98.0917957640672,1,10,0
61.01426373096679,0.5870271494751911,20.995058571022856,50.690728106281,21.453645683511976,3,4943.094885504734,0.0,0,4,1
63.51572922023135,0.4493662079339167,16.81349317439509,41.243563167591766,9.421936691961168,1,11803.742591155838,0.0,0,20,0
84.28911854147597,0.7153905126040612,18.14005917063828,80.49869433625872,2.3963102827809504,1,5205.21918518607,76.06492744886344,1,11,1
43.54511827060328,0.2559643196291291,21.9565890981669,33.43602004590939,3.806863901674854,1,7443.16104022261,41.33971328319188,1,22,0
60.84676010232644,0.10437963393787436,25.266768542046776,38.60911097736441,17.903032735558547,1,10632.938738279105,45.937167372238775,1,12,0
66.61035062006775,0.3788587627737249,29.74473305527316,74.97963389645214,9.796627173228462,1,23986.24661740574,0.0,0,18,1
67.33125533988644,0.2504661170781121,21.898539364065194,54.19369512279611,9.981940814397415,1,27578.305744323938,67.77945075384348,1,15,0
62.74619847491946,0.3798785377219376,21.906140309306227,25.56134038768198,5.828579158781975,2,4000.0,49.87280455719678,1,13,0
86.84217598729602,0.5683038725950462,25.06122119740194,83.39625957421846,5.731536205685307,2,21965.179082813574,65.13689791638362,1,13,1
57.87444142369705,0.6147973805152818,26.66129508379794,55.862080673581225,24.03116049291248,3,16802.38410474131,78.44785423296956,1,8,1
60.00953403120454,0.4761788939685654,24.012532021886877,51.16526513697192,18.342121815699624,2,12228.165822711546,55.950761035788986,1,18,0
87.46959403992153,0.6793357901895708,29.98227193409935,78.95521397588068,8.090211873687489,0,19877.17309640662,85.24706738958417,1,14,1
83.36704570034614,0.35570844242875777,27.018818205043193,62.85609058800877,14.092243588694737,1,26246.768007365816,0.0,0,3,0
46.338688244478064,0.2841712973506153,23.985423080487354,72.1678209463011,15.883662560527938,1,12649.404741839488,54.236001642723686,1,11,0
65.53274246399491,0.8116771259018923,27.862341638848516,88.29606487603573,37.66150206274503,1,29643.223615268078,76.2345266944888,1,11,1
70.28758818282755,0.16492631877186065,19.43002684419895,60.749184774425665,5.3100836639834395,0,4000.0,0.0,0,21,1
79.84995305870241,0.5568383680427822,27.536620392967823,75.58798170686975,15.736955804503683,2,11178.884050514846,75.11884083081809,1,11,0
49.886589370393125,0.24672714355335465,21.53965633040171,51.23004499547672,23.95175758441632,1,13295.287825552565,61.242269236583496,1,14,1
76.49462347014206,0.6823524192290279,32.87245929861322,85.11369859081589,34.87540013235742,0,22714.686844382628,58.63107965056848,1,4,1
76.46311178751566,0.23638371907055436,23.555415136588113,61.53716786125931,7.7573319883170395,1,18247.517525714436,0.0,0,11,1
56.32537318660495,0.5546129783644043,31.737431056368894,66.22518945368239,9.699005082551341,3,11236.950100589853,62.08391198284377,1,8,1
68.88868113067622,0.26646136931983244,24.520067073946272,55.35268578238317,21.02772953620384,2,25903.161946275883,56.364679066147666,1,13,1
68.04029521110044,0.2823703359667663,35.494149234969946,61.91064949384174,3.181389837002261,1,11801.34667745739,55.45435277754031,1,21,0
71.44072251060835,0.7623664627492168,29.215443765353925,80.98782376144634,16.84047206499995,1,17647.88589666187,83.4206125100992,1,22,1
50.39574591010967,0.2849894381914885,21.226620171628234,57.43063100321696,46.414398165612866,3,22081.88102816001,31.771050056804963,1,9,1
56.027536940891515,0.19943185739632074,23.888556971135237,59.03942782016211,18.087629964056234,0,21794.12388535292,0.0,0,15,0
69.7573268538587,0.6194698878442233,28.26839520769307,86.66413059303105,1.2110192964030482,2,4735.497395625487,78.04368722326173,1,23,1
62.176441635664936,0.16376112242681212,31.626097154218296,66.51771689229126,6.576337857870757,2,24982.00700463772,74.39488126682295,1,7,0
83.28106911749013,0.6185761162571839,33.904895870200086,78.27230070359941,7.958091262424637,2,16774.58811807021,0.0,0,12,1
57.03122577129843,0.5855153116782303,14.488156017490251,40.01885801021763,27.65090297265937,1,11798.955966146485,0.0,0,13,0
87.92403732435197,0.5974053945666844,29.703751730664887,73.45030782562294,11.761150263463609,3,13724.077281037386,84.6886737962032,1,3,1
73.71881912617462,0.26098978083410257,11.265143255974154,40.03911197350137,2.438164287270588,1,7766.820824314187,54.26642905190769,1,12,1
65.55628057088387,0.41286057211019894,18.473670441399765,64.03550701631704,12.785547332944335,0,4541.684681290813,53.86818815890624,1,5,0
51.29515702169659,0.1340183617377386,21.956929562475572,44.66549697844864,14.724567442988903,0,13539.797605307065,0.0,0,9,1
63.017584733718664,0.4760705100846833,22.0037264741903,79.45474453211402,8.812852465501571,1,11128.413249696829,0.0,0,5,1
55.342534138408475,0.7385732932026594,18.26536617206005,51.99360897472373,5.643197868336321,0,11598.350442568448,0.0,0,18,1
93.24449906458422,0.681940533982564,37.91481539242208,88.36761434640728,49.61021315094643,2,34834.429965285555,100.0,1,20,1
68.93740279062585,0.41452689128022846,20.724099208253403,64.2773882951743,24.00334921387461,2,22210.44939027057,0.0,0,8,0
79.42185019459917,0.6370777541633555,21.319358060437708,90.28721434453315,25.45433318628132,0,20458.902622349913,76.7832661601345,1,3,1
49.24574500172655,0.4455652055571062,26.67748929770097,33.93014557259848,11.780129850246096,2,24046.982012967528,56.57208666004765,1,13,0
75.15231151905189,0.6265848157985819,29.220231338528734,77.03756506761847,7.649607968533165,3,11985.579259806687,0.0,0,5,1
93.11753910172271,0.6993652494474749,34.91467794112842,92.7032221821245,9.164694066878814,0,23226.73213182078,86.55335106836301,1,12,1
79.43966785137634,0.7137444315715019,27.60972750569865,66.76840995476037,4.01085457127188,2,26602.952433404924,95.10096345055452,1,14,0
38.89327758886328,0.0832430415760829,25.063962274943975,71.75168050431911,37.19522733534349,3,24378.766049886948,0.0,0,12,1
64.30875521804226,0.3571053005190443,23.607574441625758,48.73221979769145,12.145192197800611,2,5984.133807819559,76.9636313335611,1,13,1
64.88769148683204,0.16952495132494322,21.325470333284542,66.96258625166303,31.8812858793564,1,15709.706117814416,56.58711634817094,1,14,1
72.52547802234344,0.3972964959531046,32.26851047255654,73.18283421517233,9.523666017044414,2,20848.98396424701,0.0,0,6,1
100.0,0.8479202261735009,28.59897255978241,99.24420590483568,18.269819479986992,2,24975.41543454217,100.0,1,17,1
45.949239676225304,0.5853083432442149,8.553170707714354,59.20213501868837,15.316715383229344,1,15618.746206386759,52.2549217840792,1,17,1
75.89177495536691,0.3654088154538257,22.869945947836428,60.90199115708566,3.6068955992332525,1,12363.1697199427,60.8214345162748,1,6,0
65.91166083995988,0.5657382343223322,27.199316037472215,55.46377263506693,40.233338869158956,1,18468.786684684626,65.01167888822114,1,12,1
60.90786214870519,0.5033155313529637,28.69505114153532,79.28983200286959,9.754431852389345,1,4000.0,55.45644324043667,1,9,0
93.61478781331564,0.8032732198778791,25.147050048066493,81.51951848962348,4.856562841241018,1,18876.729436281297,95.91360579437377,1,11,1
61.13918867406737,0.632989478435477,28.344566358331274,40.1782647658827,21.14234335494574,1,18195.376260487476,82.80017710603835,1,19,1
76.5348658603972,0.47433210466012293,22.342960235652935,61.385268011316526,13.280504846522946,2,13357.511341970661,0.0,0,15,1
51.943567728814756,0.38009581117245256,26.778268661262345,49.520519680449524,17.132501472446645,2,13918.887483362689,56.96893795374015,1,22,0
72.36165802189925,0.5949879693229506,28.626509105102127,85.08692189269817,14.29094249275955,1,13992.928498135094,79.86471907629014,1,14,1
85.24165597555913,0.6582494665922464,21.56891818575854,61.011542771288276,1.3900388723765822,1,16252.971278012934,62.87009525404772,1,3,0
55.389016576316195,0.876167195549449,26.439911145980894,53.57417670435466,6.382981022269212,0,25102.01399788257,68.15914522374278,1,17,0
35.48456085550484,0.0,15.983188458053503,27.464501601446806,6.164797262427136,0,14319.23339876641,0.0,0,4,0
63.59403752796562,0.49115311253205507,18.61835019738963,80.7436707690196,25.206080209220016,2,22493.736169538588,62.92419769892485,1,10,1
61.54139337940231,0.39653302371263344,25.79668506790301,58.56298113503443,13.652202727126602,0,17013.922201939386,0.0,0,22,0
53.67819807933481,0.2930812621919553,13.521986768880915,44.13901894025719,19.04183254844184,3,6275.302139429679,42.046290708964065,1,23,0
82.33863264670232,0.4066366112896098,29.968834290633485,69.50687445746415,10.227384592396005,1,17518.70953759261,93.80049558707127,1,6,0
71.61151398953983,0.26143902194516155,18.39427274231918,54.057152883737885,19.6989101255545,0,20997.640034790646,61.94116793387034,1,23,1
95.72216394946895,1.0,24.68670663312994,83.42740713757641,11.80041770340433,2,23481.648699023313,92.9834778429336,1,23,1
73.58929887622693,0.9318328788950352,37.24332461906718,99.15335129800934,11.15238878012078,1,35009.856870792195,91.05013981561672,1,21,1
65.76001442381772,0.15179221519559988,21.84028916774869,38.64365134663831,15.241380379784149,1,4000.0,63.186801560235004,1,20,0
88.3022160069602,1.0,32.10794095681282,89.26372135068935,14.289913573533921,0,21364.743246444992,0.0,0,4,1
84.3294769697995,0.6300645880481511,37.8316265834377,92.5655910422426,59.89598026418505,2,27057.965658833535,94.01920857936189,1,5,1
79.88137599389977,0.541718030936671,21.32289333343433,59.37384795931297,6.319904291952018,1,18363.21952560848,66.92053493701296,1,15,1
62.474863594485804,0.3287923692355762,15.90201967164768,26.0612767183354,3.2107389442370233,2,17285.319823435402,0.0,0,5,0
51.669557796281346,0.21605284766868718,16.533935962914725,12.440301754304539,16.86572012916021,2,4000.0,0.0,0,8,0
82.37788288958285,0.580716246506714,26.1413247972692,71.87718522158106,7.131942210277215,2,9541.028794605532,65.91822356072981,1,23,1
54.959661425323404,0.49927591353075734,24.080022382520184,41.16892949734488,1.179487803245296,2,6641.454237942295,49.24808502603847,1,22,1
79.99299627511769,0.48810897297676825,31.231478782569376,64.72883784181096,5.095473800431734,2,20701.218414329825,0.0,0,8,1
65.71400341391447,0.6984757367061083,27.296447046024745,52.236835418234776,51.686233303333296,2,23101.86176766457,43.699982254242144,1,14,0
56.18701756363891,0.5534720247284564,22.66080522683413,42.774345468818765,6.172776828585536,1,4000.0,0.0,0,14,1
53.48944194981857,0.36674406855933184,28.315526286903932,44.324535563060394,2.1721509929282363,2,14842.565973205,60.934307491069816,1,8,0
54.59604974726934,0.3165410717460846,23.100549241595317,45.50219216922918,49.62949396305024,2,18195.217545157295,45.5661645810887,1,7,0
67.95199542632115,0.43944370497271795,22.314140158867218,37.50987721222121,4.910809078832611,0,13136.300256923016,68.06434996150402,1,12,0
61.29059144005904,0.33410175160292205,29.7901619932876,48.8927946253279,71.46876076349677,2,26305.47939126551,65.00673588518049,1,15,1
68.37164156402373,0.4529716374083842,29.957533084935577,58.11352049940452,9.880232809524825,1,17788.993323413237,63.00411815489162,1,19,1
71.46996095337148,0.6416812823026996,30.31277425855602,66.32700571509248,40.34195734602298,1,21953.693177863774,82.88903642885724,1,20,1
54.850064950250356,0.4335552322306366,22.786474736783358,72.80416583505675,10.95715785711233,0,19357.00260925825,44.144761360818286,1,3,0
95.6042165417655,0.5899505522011368,27.302415571829833,71.69259490775997,18.346496658158895,0,31326.214197354337,75.67520834022619,1,16,1
70.24710300457495,0.49182691617698976,28.521294098625315,66.67016546005623,11.998421888405543,0,13701.552501464188,0.0,0,15,1
84.13757090628329,0.5794547137638929,41.507318049872,89.74452839239804,11.02165589950182,1,22280.665275397874,75.78292629211415,1,3,1
58.42877846632513,0.7966092001729886,21.72324690295822,74.21519686555554,15.877786828541014,0,22378.09868983677,74.25592978361237,1,20,1
69.25157989815213,0.6293141553136774,18.207312116561585,63.903644817211,18.82035499522473,0,16968.37946256973,83.01258096728232,1,15,0
59.493671462292845,0.4170285380005798,19.52706569842099,72.04988690009559,15.003884384541164,2,19463.67205699326,38.224069071000436,1,18,1
72.46638512454491,0.6217006846284822,24.844518176212752,81.07556762978186,13.88988851520073,1,20318.88979156073,72.95373300853456,1,16,1
77.94369140357242,0.6299225061203203,28.100700253485044,72.5155576474446,7.183281814949587,3,20869.351939216882,76.96451678716755,1,10,0
80.93947379366989,0.5511592867419088,37.57539712736895,63.73449641919376,12.353589488164426,2,24313.605424042133,76.7296127787127,1,7,1
75.79638691528653,0.7414311393256778,28.813987192675377,90.0333339414595,37.077946891033555,0,26476.22260503613,89.39437179907443,1,10,0
66.22842035619661,0.4982845389335514,23.819441395459588,48.99865263621289,6.903225668598866,1,18508.550679707085,60.24318015439382,1,19,0
64.70526967143967,0.4129137049524312,32.84039073501376,65.58559428737745,16.216522239556003,1,24158.823371274604,78.7896533289291,1,16,0
82.56795267911325,0.6717581105002385,24.755348529246334,67.51209773839139,29.80680547977707,1,35723.57978379077,0.0,0,16,0
71.69674097709677,0.9444898987875953,21.37433572477653,71.31248849078723,18.932404987455836,1,8653.921752113021,80.85160735700981,1,5,1
65.49686753883122,0.1885364769922579,20.700402460916496,63.069656874023515,25.388676011707776,2,21071.951716219064,64.66344209760747,1,3,1
64.84515028219842,0.5756947072955989,23.761100813754183,68.6215389181936,4.838754016874055,2,20331.808198590967,0.0,0,17,1
61.80839929257449,0.2294980907805413,21.248353489102968,65.58871553019158,16.24666031653116,1,28465.68211281445,56.21864763183149,1,22,1
64.43158688297797,0.2028436155124213,23.1888488169428,58.871189932024585,10.537715450447664,2,11076.59840694675,47.43329638597274,1,10,0
60.57358025593014,0.3154201730904041,23.47962660214263,52.95436833446625,10.896563895913625,1,13940.671997025232,0.0,0,12,0
83.70386747675445,0.5642000621873547,18.686508142745307,60.187669498394406,35.03620635256735,2,17073.82087037891,71.05739971399638,1,23,1
62.6977670483807,0.4717274730352074,22.726544938066287,51.15678264526896,11.033699650437459,3,24288.510938125026,60.057726731988105,1,7,1
77.20521581231264,0.5479890973266535,28.306931081538135,63.731722915144985,16.62993112228185,1,14619.024285053227,78.61181581765578,1,13,1
65.00728056326074,0.34834056217925446,33.17086226848063,61.56971832338972,2.175253522696684,2,12614.878484042947,0.0,0,4,0
75.0766311245385,0.5041576446174786,21.507367733661862,71.0751052580016,40.31285274375461,2,12993.397908101648,77.05762514464507,1,8,1
58.529402031318476,0.18701936619799314,23.179532628772265,76.30119475377234,24.39271360998598,1,4000.0,0.0,0,10,0
80.02780136061727,0.6367656127283187,24.206694880901214,64.53620654900041,12.709953750899613,0,17222.933841623195,0.0,0,17,1
55.15734258754502,0.4042403964956129,24.25803256539743,53.213341355570066,10.1687940894542,2,14922.768860735361,0.0,0,9,0
72.60524741510821,0.7830144875508288,25.3386292393039,86.38568751322549,20.301667823460352,1,19778.64160155121,0.0,0,12,0
51.65826612033344,0.2877809238155966,25.672832162153725,38.340006202384814,29.565004386657055,1,21327.38285367375,63.02847295980003,1,9,1
77.86344356222416,0.6370428535154518,20.126573406208145,81.06436177277409,40.67205065016419,2,27216.36636103706,0.0,0,5,1
50.93256073171697,0.038652803383516676,21.080887168750586,31.076054939948946,23.84320919267855,1,9230.521058034212,48.52626648234978,1,19,0
84.03231644925634,0.8091645265021928,33.13622449581556,82.25271865943274,14.03249211969225,0,20329.025996445584,82.99997186038976,1,17,1
55.4841430369906,0.4822156468707307,23.32221732999918,51.850194534991935,26.387528687743817,3,16021.698070437791,0.0,0,16,0
63.30454720653202,0.30883206954434383,29.26318580657305,54.52502337749533,23.15550710201783,1,14844.713217399214,37.700887761149204,1,15,1
60.973097372160495,0.2637257851346006,17.583601099332885,68.74950076375606,14.073691372982314,1,21521.851481615868,74.10597956147186,1,5,1
57.07932494739887,0.27010189739270735,27.346235660211143,38.35341208623793,22.688914403055772,2,16006.677420095146,40.838932639349196,1,13,1
64.46933200534349,0.4275061259511802,20.555586003624438,47.77242135624623,22.39439417726232,0,22650.27209434355,53.23828546489588,1,17,0
89.08112580301442,0.48573809540961943,25.49588308422032,88.26153330488889,12.65372899314761,2,21657.09480904675,0.0,0,13,1
54.99458562586515,0.35389317952778154,18.070031429462407,70.60343672462669,8.664914363692956,2,6903.545287434258,59.81452120242797,1,18,0
34.88778952109347,0.12207884147347081,13.372486452795942,33.65408271566453,21.061091038443873,1,15753.97537491918,0.0,0,9,0
78.7365762487795,0.7074939075184641,25.096398859666046,70.92815144151679,5.364948024618487,1,21651.260523517107,0.0,0,13,0
53.679393331509935,0.2547331004000557,22.6572303723121,49.976951268670604,4.302230155305215,3,8338.521482434004,0.0,0,10,0
83.40482664567156,0.4676539697776378,24.44442273669299,67.17539390426622,16.822324222144385,3,19692.886173707797,0.0,0,23,0
77.35498657414725,0.42658028516113444,23.736769723518805,60.476124712948824,20.66061396466088,0,19697.200357324604,69.62970768621693,1,6,0
63.05464346574974,0.5465836252016986,22.177975947218147,56.96157307432827,16.730328336606167,1,18585.79291982282,59.95479056131761,1,8,0
79.56700732413287,0.6937396458323143,28.591932561565777,96.18428021410527,18.081060224351596,1,21743.554369533806,0.0,0,17,1
74.81848845784529,0.6014247212932065,24.853188532305175,82.24582058663668,20.414662464544474,3,13967.859349079372,69.19039262889986,1,4,1
55.35524439840426,0.3199988883873407,23.260868848981037,33.06699324792157,35.12393578829354,2,26745.494287192247,50.39899541438746,1,13,1
61.722007407367585,0.3111449313141556,26.702224234631704,45.679788364077254,24.127282379751993,1,14174.496685872255,46.96786368445283,1,3,1
48.37054547188101,0.1484799234569147,12.649410179203079,43.526910282748965,23.62742472852602,2,18307.61598565911,42.04222079406591,1,14,0
100.0,0.7726456676431698,42.80966288756417,94.23303722611749,15.886004902936568,1,13097.943534380172,0.0,0,9,1
63.01430869851791,0.3747135803271384,27.41187814468725,41.26666354266044,16.324855579587304,1,6588.679917628143,52.45743806613721,1,6,0
90.28435093252453,0.7241954045065936,27.509438954181842,77.9273918056206,11.86696596776981,2,28077.8645185391,75.47006976069778,1,13,0
63.31782186476215,0.4300139606111378,28.403176303098583,60.46029208252516,17.69791788476201,1,14410.333550100597,54.809149903343545,1,9,0
65.13638326932883,0.06828239736005492,23.760433358274618,59.17369039860942,5.11659679471224,2,17771.94094452917,66.4911026709073,1,4,0
68.61654574161126,0.642610313128535,34.064682328229985,67.64415520188888,35.232523315652344,1,16827.55969904936,87.85477947719554,1,14,1
60.92624014644427,0.24490354636894687,19.020007434069694,84.72340031805416,6.5165028287696405,2,13876.826263360843,64.16838390183523,1,14,0
86.86525475871403,0.4221899569424794,26.405624048290996,70.26051562865027,24.093576168520748,3,17260.102685173475,84.94843920418802,1,16,0
79.31429860312925,0.46513863083220164,36.44315174374375,84.61927449901509,32.30716502052327,1,28972.829701858605,70.1278940538024,1,21,0
64.88042534499151,0.34715317293799247,23.229576943197166,45.05691231367996,24.054294055893923,1,14254.850291053293,55.01671739717111,1,17,0
60.57560883452105,0.2671022705658812,26.680136746984097,59.51045191054243,54.71553551363088,2,22434.377628844028,53.33014223334123,1,19,0
56.74589934455581,0.4670356506944816,19.408507849545664,60.63665178607019,1.4995160350512056,1,19484.82771651209,31.164143984414594,1,16,1
41.4165144425467,0.30651899048708425,19.15262611010705,37.87820814288539,9.142864560402042,2,6032.44869066948,0.0,0,17,0
62.423313864956114,0.1981555688404385,20.176621075238955,43.519770180703915,31.946871561020068,2,18136.93667763231,59.350838349063245,1,19,1
78.35184260889845,0.22900712954328045,23.964598954527897,71.845407214889,4.133995403521857,0,12476.77656221082,0.0,0,16,0
53.55225381138572,0.48934777447320194,9.571516244967658,39.66625388555431,6.698324679433728,2,23344.8274381617,56.63679238439032,1,13,0
54.42738285658161,0.28388861664573417,20.209046677054502,50.581454173590956,19.51290675587916,1,12226.758599006514,64.55446976482327,1,18,0
72.10225476223792,0.34330904264089435,21.951748364813305,50.21227176107263,13.902609769535859,1,15609.988995314963,0.0,0,23,0
64.67882583498259,0.4926081183964889,29.104136054420827,58.22050302295007,18.662860176375872,1,8595.92868795833,0.0,0,13,0
75.55444915805951,0.6368372412700123,33.36121313405584,58.2705270571993,14.81265289417137,2,13038.323974380726,0.0,0,7,1
65.03474880871099,0.5073479514318989,23.89832545306257,51.70928432076989,15.843482993689806,3,13261.715576790157,65.38610912675895,1,11,0
83.9958395655911,0.4213031538631753,19.746190722149063,74.65697258450544,7.299361735243125,1,23664.07864365358,62.26323929559832,1,3,0
61.22659763957012,0.09172473902731015,25.30416294830793,56.007818673875676,15.470632387676305,0,13265.718538862257,62.66305842712904,1,9,1
67.1011626415288,0.5045799089993888,25.533767391102256,55.61922910825445,9.666201077071795,0,12338.766412321165,63.30380480271918,1,21,0
45.94822206743199,0.19893045965316114,17.354603648517113,44.1449446331998,10.771904348634534,2,13679.093185984839,18.96934083979642,1,5,0
86.14112908150392,0.3665354791248097,22.849002307821767,83.28459274442689,23.8665103086606,1,18550.499647970883,75.06383282864964,1,21,0
68.2592080233,0.27827842446825146,25.2660754671929,69.08711389076923,3.9255260169397377,1,9427.431728470841,0.0,0,14,0
65.78601801428195,0.5067830400462262,20.466901651267428,44.274773267817054,0.8371987209585423,1,23728.02508101832,66.84410501596308,1,9,0
93.85993640183989,0.7040802664637752,24.735502121525528,78.094712148524,22.667795320183814,1,22736.891039684095,100.0,1,12,1
69.81915696918453,0.5491806004171333,20.48833610707521,68.13082745718067,15.482198846996551,2,19677.331135932764,0.0,0,21,1
70.63817990343402,0.613124274370642,20.530568696229043,72.91754809910336,32.28342540845112,1,21908.00877451525,56.55078275989268,1,5,1
85.82244564467857,0.4727389702031488,29.497434906579713,73.83425506701012,6.860707866264977,1,4807.613958190359,79.52122693342116,1,14,1
96.53279767176073,1.0,27.33859061300318,100.0,12.345759537781115,1,23344.659375645097,0.0,0,8,1
74.50683493065893,0.5212112572459793,19.758169131827724,68.20264992935083,14.307625682729714,1,14620.376267001926,0.0,0,14,0
41.48500074688843,0.2794978827332383,19.32954994773207,41.26870616510861,8.088358526035977,1,4000.0,17.858173746504743,1,19,0
71.14411347263163,0.485516767110139,27.2961756559236,77.64693652829082,6.103362425849477,0,16917.6970076734,0.0,0,22,1
60.22141302242929,0.4556408961292412,22.362293720860208,41.615700401581584,23.473816794688922,1,15698.514784966996,64.25759071303214,1,8,0
46.9910916873645,0.07628298159161762,29.232574442578542,40.64088964619665,3.5466585295801396,1,11074.446402690839,0.0,0,16,0
99.75682860874409,0.8529651052430575,28.092683741241466,75.03708604035552,5.2153532776131435,1,23234.791407949848,73.86990960013713,1,11,1
